OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearRemodAdd,YearBuilt,Fireplaces,MasVnrArea,LotArea,SalePrice,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,CentralAir_N,CentralAir_Y,Id
-0.8162701941319858,-0.4058725523587635,-1.0525434897598676,0.5720376635530164,-1.0522914015895253,-1.3409062388484911,-0.4500630007310319,-0.9606214924205764,-0.5999842978588474,-0.2134075979545649,-0.4692894694010539,0.0,0.0,0.0,1.0,0.0,1.0,255.0
-0.085525998768837,0.08363257583012473,0.2959190627219031,-0.594851702935936,0.7754553975839104,0.44411784490703066,0.724644395948346,0.5918711003370173,-0.5999842978588474,-0.26563322797347594,-0.042934287076748824,0.0,0.0,1.0,0.0,0.0,1.0,1067.0
-0.8162701941319858,-1.3925015655955109,-2.401006042241638,-0.6016491167213085,-1.0522914015895253,-1.6786134979373737,-1.9837087686179975,-0.9606214924205764,-0.5999842978588474,-0.17843590609465465,-1.2444807099906996,0.0,0.0,0.0,1.0,0.0,1.0,639.0
-0.8162701941319858,0.4588563511344476,-1.0525434897598676,-0.7489264154043802,-1.0522914015895253,-1.6786134979373737,-1.102678221108464,2.144363693094611,0.85701877916046,-0.32472332801263465,-0.0816938491062311,0.0,0.0,0.0,1.0,0.0,1.0,800.0
-0.8162701941319858,0.3121952815992554,-1.0525434897598676,-0.08051405984274723,0.7754553975839104,-1.6786134979373737,-1.5268781143537948,0.5918711003370173,-0.5999842978588474,-0.5288021664524292,-0.7018468415779476,0.0,0.0,0.0,1.0,0.0,1.0,381.0
-0.8162701941319858,-1.205842022550721,0.2959190627219031,-0.37960026639913896,-1.0522914015895253,-0.6172478265151715,0.03939841455204221,-0.9606214924205764,-0.5999842978588474,-0.0835392462201502,-0.40598218475289954,0.0,0.0,0.0,1.0,0.0,1.0,304.0
-0.085525998768837,0.06268099446795442,0.2959190627219031,-0.8554192313752167,0.7754553975839104,0.9748006806181317,1.1162135281748053,0.5918711003370173,-0.5999842978588474,0.11228367557367082,-0.09461370311605853,0.0,0.0,1.0,0.0,0.0,1.0,87.0
-1.5470143894951345,-0.7106228267176045,-1.0525434897598676,-0.6016491167213085,-1.0522914015895253,1.071288468929241,-1.592139636391538,-0.9606214924205764,-0.5999842978588474,-0.48835745119799717,-0.7212266225926888,0.0,0.0,0.0,1.0,0.0,1.0,1386.0
-0.085525998768837,-0.20016611716654586,0.2959190627219031,0.8167445598264279,0.7754553975839104,-0.1830527791151797,0.33307526372188667,0.5918711003370173,0.6141849329905754,0.12888827197399957,-0.0752339221013174,0.0,0.0,0.0,1.0,0.0,1.0,266.0
1.3759623919574604,-0.05921911527558195,0.2959190627219031,0.9844140998656171,0.7754553975839104,1.071288468929241,1.1814750502125484,-0.9606214924205764,0.20946185604076778,-0.1430931618012175,0.5642988513851402,0.0,0.0,1.0,0.0,0.0,1.0,794.0
-0.085525998768837,-1.1696529274706085,-1.0525434897598676,-0.5608646340090733,-1.0522914015895253,-0.9067111914484993,-0.15638615156118743,-0.9606214924205764,-0.5999842978588474,-0.2134075979545649,-0.6760071335582928,0.0,0.0,0.0,1.0,0.0,1.0,1446.0
-0.8162701941319858,-0.8401416933201118,0.2959190627219031,-0.0850456690329956,-1.0522914015895253,-0.9067111914484993,-0.15638615156118743,0.5918711003370173,2.685070100952185,0.250407943954059,-0.2761376519541339,0.0,0.0,0.0,1.0,0.0,1.0,809.0
0.6452181965943117,0.1407732522724074,0.2959190627219031,0.4746080659626768,0.7754553975839104,-0.32778446158184366,0.23518298066527185,0.5918711003370173,0.591057900022015,0.10940801921383736,-0.3142512212831248,0.0,0.0,0.0,1.0,0.0,1.0,1100.0
0.6452181965943117,0.8740785999483683,0.2959190627219031,-0.6650916453847856,0.7754553975839104,0.25114226828481206,-0.18901691258005904,2.685070100952185,0.4176051527578117,0.268960565630404,0.30590177118859174,0.0,0.0,0.0,1.0,0.0,1.0,606.0
0.6452181965943117,-0.6915759345701769,0.2959190627219031,0.23216697428438954,-1.0522914015895253,-0.7619795089818354,-0.05849386850457261,-0.9606214924205764,0.3713510868206908,-0.10209186789649516,-0.5338887394501911,0.0,0.0,0.0,1.0,0.0,1.0,702.0
-0.085525998768837,1.4092962692910826,0.2959190627219031,-0.11676693336473411,0.7754553975839104,0.8300689981514678,1.0183212451181904,0.5918711003370173,-0.5999842978588474,-0.24420494993729755,0.2413025011394546,0.0,0.0,1.0,0.0,0.0,1.0,222.0
-0.085525998768837,1.3940587555731407,0.2959190627219031,1.6936109381394855,0.7754553975839104,-1.5338818154707097,-0.5805860448065183,2.144363693094611,0.4638592186949326,0.9554075676551674,0.46094001930652084,0.0,0.0,0.0,1.0,0.0,1.0,114.0
-0.8162701941319858,-1.337265578367971,0.2959190627219031,-0.5359407834627073,-1.0522914015895253,0.4923617390625853,-0.515324522768775,-0.9606214924205764,-0.5999842978588474,-0.2287135108375495,-0.7276865495976025,0.0,0.0,0.0,1.0,0.0,1.0,549.0
-0.085525998768837,-0.19254736030757486,0.2959190627219031,-0.8418244038044715,-1.0522914015895253,-0.3760283557373983,0.20255221964640024,-0.9606214924205764,0.20946185604076778,-0.25515099672634106,-0.28195158625855626,0.0,0.0,0.0,1.0,0.0,1.0,1074.0
-0.085525998768837,0.23600771300954518,0.2959190627219031,1.233652605329277,0.7754553975839104,0.05816669166259351,0.49622906881624473,0.5918711003370173,0.1632077901036469,0.15912904530644184,0.03458483698221574,0.0,0.0,0.0,1.0,0.0,1.0,175.0
-0.8162701941319858,-1.4058343900987103,-1.0525434897598676,-0.6650916453847856,-1.0522914015895253,-1.6786134979373737,-1.4616165923160518,-0.9606214924205764,-0.5999842978588474,-0.009885338165060722,-1.0959023888776842,0.0,0.0,0.0,1.0,1.0,0.0,515.0
